Age,Occupation,MaritalStatus,Dependents,ResidentialStatus,AddressDuration,CreditScore,IncomeLevel,LoanAmountRequested,LoanTerm,PurposeoftheLoan,Collateral,InterestRate,PreviousLoans,ExistingLiabilities,ApplicationBehavior,LocationofApplication,ChangeinBehavior,TimeofTransaction,AccountActivity,PaymentBehavior,Blacklists,EmploymentVerification,PastFinancialMalpractices,DeviceInformation,SocialMediaFootprint,ConsistencyinData,Referral,IsFraud
29,Entrepreneur,Married,3,Own,81,830,61818,81570,30,auto,Yes,4.5,2,3202,Normal,Local,No,16:30,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
22,Designer,Single,0,Rent,94,828,30079,38701,1,personal,No,8,2,1421,Normal,Local,No,12:00,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
52,Clerk,Single,0,Own,1,823,90968,57770,3,home,No,5.9,0,4211,Rapid,Unusual,No,14:15,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Online,No
30,Technician,Single,1,Rent,89,752,0,27663,1,auto,No,4.9,0,3801,Normal,Local,No,14:00,Unusual,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Referral,No
40,Engineer,Married,0,Rent,90,830,89202,38391,6,auto,No,5.7,3,3891,Rapid,Unusual,No,15:30,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Online,No
51,Lawyer,Divorced,0,Rent,1,820,150000,42766,30,auto,Yes,4.7,2,0,Rapid,Local,No,14:00,Normal,On-time,No,Verified,No,Mobile,Yes,Consistent,Referral,No
22,Designer,Single,1,Rent,1,580,48707,2000,11,personal,No,4.5,1,3598,Normal,Unusual,No,11:50,Normal,On-time,No,Verified,No,Mobile,No,Inconsistent,Referral,Yes
43,Designer,Married,4,Own,1,830,20653,17004,19,education,No,4.5,0,3044,Rapid,Local,No,02:00,Normal,Late,No,Verified,No,Mobile,Yes,Consistent,Referral,No
22,Designer,Single,4,Rent,1,805,36993,2000,4,personal,No,4.5,1,4601,Rapid,Unusual,No,09:30,Normal,On-time,No,Verified,No,Tablet,No,Inconsistent,Online,No
22,Software Developer,Single,1,Rent,59,580,43890,2000,15,personal,No,5.8,0,2542,Rapid,Unusual,No,10:10,Normal,Late,No,Verified,Yes,Mobile,No,Consistent,Online,No
30,Manager,Married,3,Own,48,830,39538,36906,30,education,Yes,4.5,4,0,Normal,Local,Yes,15:30,Normal,Late,No,Verified,No,Desktop,No,Consistent,Referral,No
22,Engineer,Single,1,Rent,75,830,24884,2000,1,personal,No,4.5,1,3305,Normal,Local,No,14:00,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
56,Accountant,Divorced,4,Own,1,830,7229,51352,4,home,Yes,4.5,1,4002,Normal,Local,No,12:30,Normal,On-time,No,Verified,No,Laptop,Yes,Consistent,Referral,No
51,Musician,Divorced,1,Own,282,762,16947,76038,30,home,Yes,4.5,2,7000,Rapid,Local,Yes,12:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
27,Student,Single,2,Live with Parents,5,738,40720,20511,30,medical,No,4.5,2,2715,Normal,Local,No,03:00,Normal,Late,No,Verified,No,Desktop,No,Inconsistent,Referral,No
56,Manager,Divorced,4,Rent,1,736,100930,15986,13,personal,No,4.5,3,3889,Rapid,Local,No,16:30,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Online,No
28,Doctor,Single,0,Rent,360,830,90181,34658,30,home,Yes,5.8,3,4119,Rapid,Local,No,10:30,Normal,Late,No,Verified,No,Mobile,No,Consistent,Referral,No
39,Software Developer,Divorced,0,Own,59,830,150000,68815,30,home,Yes,6.5,3,0,Normal,Local,No,15:30,Normal,Late,No,Verified,No,Laptop,Yes,Consistent,Online,No
35,Artist,Divorced,0,Own,1,830,0,30017,19,home,Yes,4.6,2,0,Normal,Local,No,01:00,Normal,Late,No,Verified,No,Tablet,No,Consistent,Referral,No
30,Musician,Single,4,Live with Parents,187,830,40104,2000,17,home,No,5.3,1,0,Normal,Local,No,02:00,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Online,No
22,Chef,Single,1,Rent,116,830,34292,18603,28,auto,No,4.5,2,832,Normal,Local,No,09:40,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,Yes
56,Lawyer,Married,3,Own,360,701,38394,79719,21,auto,No,4.5,1,3615,Rapid,Local,Yes,10:00,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Referral,No
22,Artist,Single,0,Rent,62,830,35965,46187,1,personal,No,6.5,2,0,Rapid,Unusual,No,15:40,Normal,Late,No,Verified,No,Mobile,No,Inconsistent,Online,Yes
32,Clerk,Single,4,Own,1,830,24675,2000,1,home,No,5.4,2,0,Normal,Local,No,10:20,Normal,Defaulted,No,Verified,No,Desktop,No,Inconsistent,Online,No
26,Unemployed,Single,0,Rent,90,776,0,66447,19,auto,No,6.7,2,1918,Rapid,Unusual,No,02:00,Normal,On-time,No,Not Verified,No,Desktop,No,Inconsistent,Online,No
23,Engineer,Single,1,Rent,1,774,112579,5258,1,personal,No,5.1,0,3329,Rapid,Local,No,12:30,Normal,Defaulted,No,Verified,No,Tablet,No,Inconsistent,Online,No
22,Engineer,Single,0,Rent,38,710,84574,2000,13,personal,No,4.5,2,3848,Normal,Unusual,No,03:00,Unusual,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
56,Retired,Divorced,0,Live with Parents,200,830,143740,50919,30,home,Yes,5.8,4,4144,Normal,Local,Yes,09:40,Normal,On-time,No,Verified,No,Laptop,Yes,Consistent,Referral,No
32,Engineer,Divorced,1,Live with Parents,360,830,150000,43988,3,medical,Yes,4.5,4,3626,Normal,Local,No,10:20,Normal,Late,No,Verified,No,Desktop,No,Consistent,Referral,No
31,Manager,Single,1,Rent,64,733,0,54667,6,personal,No,5,0,4119,Normal,Local,No,10:00,Normal,On-time,No,Not Verified,No,Tablet,No,Consistent,Online,Yes
56,Student,Divorced,1,Own,24,830,87717,13887,13,education,Yes,4.5,2,5220,Normal,Local,No,15:30,Normal,Late,No,Verified,No,Tablet,No,Consistent,Referral,No
56,Manager,Married,0,Own,92,830,150000,21640,30,home,No,6.1,3,3014,Normal,Local,Yes,10:50,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
56,Engineer,Single,0,Rent,43,711,51893,8255,1,travel,No,8,2,1276,Normal,Unusual,No,12:30,Normal,On-time,No,Not Verified,No,Desktop,No,Consistent,Online,No
30,Artist,Single,1,Rent,42,830,8927,2000,1,auto,No,4.5,2,3511,Rapid,Local,No,15:40,Normal,Defaulted,No,Not Verified,No,Desktop,No,Inconsistent,Online,Yes
28,Engineer,Married,0,Own,210,700,56520,81560,14,home,Yes,6.2,0,7000,Rapid,Local,No,15:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
56,Technician,Married,3,Own,31,830,39037,38792,6,education,No,6.2,1,2906,Rapid,Local,Yes,12:30,Unusual,Late,No,Verified,No,Laptop,No,Consistent,Online,No
56,Architect,Single,0,Own,51,825,85642,2000,1,personal,No,6.5,1,4118,Normal,Local,No,09:40,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
52,Doctor,Married,0,Own,46,830,63561,46737,2,home,No,4.5,3,4567,Normal,Local,No,10:50,Normal,On-time,No,Not Verified,No,Tablet,No,Consistent,Online,No
22,Engineer,Divorced,1,Rent,1,830,118407,37875,23,auto,No,4.5,1,2191,Normal,Local,No,11:15,Normal,Late,No,Verified,No,Laptop,No,Inconsistent,Online,No
22,Accountant,Single,1,Rent,91,734,28302,42681,1,personal,No,4.5,0,4869,Rapid,Unusual,No,02:00,Unusual,Defaulted,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
32,Entrepreneur,Single,0,Own,360,773,19627,300000,9,medical,No,6.6,2,3073,Normal,Local,Yes,02:00,Normal,On-time,No,Verified,No,Mobile,Yes,Consistent,Referral,No
30,Engineer,Divorced,4,Rent,5,830,3906,2000,1,medical,No,4.5,1,4136,Normal,Unusual,No,16:30,Normal,Late,No,Verified,No,Tablet,No,Consistent,Online,No
22,Technician,Single,0,Rent,1,815,41166,2000,13,personal,No,4.5,2,4525,Normal,Unusual,No,13:20,Normal,Defaulted,No,Not Verified,No,Tablet,No,Inconsistent,Online,Yes
32,Self-employed,Single,1,Rent,57,728,0,2000,1,personal,No,4.5,1,631,Normal,Unusual,No,03:00,Unusual,On-time,No,Verified,No,Tablet,Yes,Inconsistent,Online,No
45,Musician,Divorced,0,Rent,65,830,58722,2000,1,education,No,5.1,1,5220,Rapid,Local,No,15:30,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Online,No
22,Unemployed,Single,0,Own,47,830,67997,47605,14,home,No,5.6,3,3477,Rapid,Local,No,01:00,Normal,On-time,No,Verified,No,Desktop,No,Inconsistent,Online,Yes
52,Engineer,Divorced,1,Rent,75,791,4851,2000,1,education,No,4.5,1,4912,Rapid,Local,No,15:30,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Online,No
22,Designer,Single,0,Rent,66,829,13761,2000,3,personal,No,7.9,2,0,Rapid,Local,No,14:40,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,No
44,Manager,Divorced,2,Own,1,830,150000,300000,14,home,No,4.5,3,0,Normal,Local,No,14:15,Normal,Late,No,Verified,No,Desktop,No,Consistent,Referral,No
41,Musician,Divorced,0,Rent,65,830,4634,27336,8,auto,No,4.5,3,4357,Normal,Local,No,14:10,Normal,Late,No,Verified,No,Desktop,Yes,Consistent,Online,No
56,Software Developer,Divorced,2,Own,360,824,41411,39960,30,home,No,6.1,1,1842,Normal,Local,No,12:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
29,Student,Single,1,Rent,1,740,7,47618,4,personal,No,4.5,1,3112,Normal,Local,No,10:30,Normal,Late,No,Not Verified,No,Desktop,No,Consistent,Online,No
22,Artist,Single,1,Rent,62,612,54038,2000,30,medical,No,4.8,1,4353,Normal,Local,No,13:20,Normal,On-time,No,Not Verified,No,Mobile,No,Consistent,Online,No
52,Engineer,Single,4,Own,53,830,53089,59339,7,home,Yes,4.5,1,3431,Normal,Local,No,15:30,Normal,Late,No,Verified,No,Desktop,Yes,Consistent,Referral,No
39,Designer,Divorced,1,Rent,1,830,95229,2000,1,travel,No,4.5,0,3655,Normal,Unusual,No,11:00,Unusual,On-time,No,Verified,No,Desktop,No,Inconsistent,Online,No
26,Teacher,Divorced,2,Own,1,830,129281,75862,30,home,Yes,4.5,4,7000,Normal,Local,Yes,15:30,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
22,Engineer,Single,4,Own,1,801,3503,47227,30,medical,No,4.5,0,3930,Normal,Unusual,No,10:40,Normal,Defaulted,No,Verified,No,Tablet,Yes,Consistent,Referral,No
26,Manager,Divorced,0,Own,1,830,150000,300000,30,home,Yes,4.5,4,2679,Rapid,Local,Yes,10:50,Normal,On-time,No,Verified,No,Laptop,Yes,Consistent,Referral,No
31,Artist,Married,0,Rent,1,765,50923,73201,14,education,No,6.7,1,0,Normal,Local,No,16:00,Unusual,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
47,Engineer,Married,0,Own,1,818,22763,8066,30,home,No,4.5,0,1874,Normal,Local,No,15:30,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Referral,No
22,Unemployed,Single,1,Rent,85,818,7470,2000,1,personal,No,4.5,1,5238,Normal,Unusual,No,11:00,Unusual,Defaulted,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
49,Accountant,Divorced,4,Own,311,733,32179,300000,30,auto,Yes,4.5,2,7000,Normal,Local,Yes,11:15,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Online,No
48,Engineer,Single,0,Rent,1,797,96684,7733,30,home,No,4.5,3,1050,Normal,Local,No,09:30,Normal,On-time,Yes,Verified,No,Desktop,No,Consistent,Referral,No
33,Manager,Divorced,2,Own,43,830,89189,2000,23,home,Yes,4.8,2,5128,Normal,Local,Yes,11:50,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
36,Technician,Single,1,Rent,73,733,77511,2000,10,personal,No,8,1,4441,Normal,Local,No,12:45,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Online,No
30,Engineer,Married,4,Live with Parents,1,786,27155,67021,30,education,Yes,4.5,2,459,Normal,Local,No,15:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
40,Entrepreneur,Divorced,2,Rent,76,710,150000,65792,17,auto,Yes,7.2,0,0,Normal,Local,No,10:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
28,Student,Married,4,Rent,1,806,26136,12073,28,auto,No,4.5,1,0,Normal,Local,No,16:30,Normal,Defaulted,No,Verified,No,Mobile,No,Consistent,Online,Yes
38,Student,Single,2,Rent,19,666,6886,8542,15,education,No,4.5,1,4429,Normal,Local,No,13:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
39,Self-employed,Single,0,Rent,75,747,48610,4354,1,travel,No,8,2,4812,Normal,Local,No,02:00,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,No
22,Clerk,Single,0,Rent,84,741,8229,33375,1,auto,No,7.3,2,2930,Rapid,Local,No,15:30,Unusual,On-time,No,Not Verified,No,Desktop,No,Consistent,Online,No
29,Engineer,Single,4,Live with Parents,75,795,9304,78976,2,personal,No,4.7,1,528,Normal,Unusual,No,10:50,Normal,On-time,No,Verified,No,Mobile,Yes,Consistent,Online,No
50,Doctor,Married,1,Own,329,819,93458,60824,14,education,Yes,4.5,2,1710,Normal,Local,Yes,10:50,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
56,Engineer,Divorced,3,Own,360,830,33949,77752,30,home,No,4.5,1,2242,Normal,Local,Yes,14:40,Normal,On-time,No,Not Verified,No,Desktop,No,Consistent,Online,No
56,Architect,Married,0,Rent,117,830,16093,66811,30,medical,No,4.5,4,4255,Normal,Local,No,10:40,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
37,Manager,Single,3,Live with Parents,1,743,42943,35055,28,education,No,5.6,4,3579,Normal,Unusual,No,10:10,Normal,On-time,No,Not Verified,No,Mobile,No,Consistent,Referral,No
31,Self-employed,Single,0,Rent,9,725,72480,2000,7,education,No,4.5,1,5131,Rapid,Unusual,No,03:00,Unusual,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,No
56,Manager,Married,0,Own,3,830,134137,74861,30,home,Yes,4.6,4,4340,Normal,Local,Yes,15:30,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
37,Retired,Divorced,0,Own,1,678,30949,80115,30,home,Yes,4.5,2,4883,Normal,Local,No,13:20,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Referral,No
22,Manager,Divorced,1,Own,1,666,39910,2000,1,personal,No,4.5,0,4442,Normal,Local,No,12:00,Normal,Defaulted,No,Verified,No,Mobile,No,Consistent,Referral,No
22,Manager,Divorced,4,Own,52,830,32956,18130,30,home,Yes,4.5,4,2197,Rapid,Local,No,14:10,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
29,Self-employed,Single,0,Rent,25,720,22710,68352,20,education,No,8,1,0,Rapid,Unusual,No,09:00,Normal,On-time,No,Not Verified,No,Mobile,No,Consistent,Online,Yes
30,Clerk,Single,4,Own,47,697,4001,44846,30,home,No,4.5,4,7000,Normal,Local,Yes,09:40,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Online,No
22,Architect,Single,1,Rent,1,830,7247,21054,1,education,No,5.1,0,4334,Rapid,Unusual,No,01:00,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
56,Architect,Single,0,Own,1,663,17021,2000,30,auto,Yes,4.5,3,0,Normal,Local,No,11:50,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
35,Unemployed,Single,1,Rent,1,830,1437,72290,5,auto,No,6.1,0,1297,Normal,Local,No,11:15,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
55,Lawyer,Divorced,1,Own,202,830,10212,67142,5,auto,Yes,7,3,2328,Normal,Local,Yes,14:10,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Referral,No
22,Musician,Single,1,Rent,64,814,56283,16520,25,auto,No,5.1,2,4108,Normal,Unusual,No,15:30,Normal,Defaulted,No,Not Verified,No,Mobile,No,Inconsistent,Online,No
24,Technician,Divorced,0,Own,28,830,9228,25051,1,auto,No,4.5,0,1412,Rapid,Local,No,16:00,Unusual,On-time,No,Verified,No,Mobile,No,Consistent,Referral,No
31,Technician,Divorced,2,Rent,67,830,6935,2000,1,auto,No,6,2,3039,Rapid,Local,No,10:00,Normal,Late,No,Verified,No,Desktop,No,Consistent,Online,No
41,Accountant,Single,0,Own,1,625,26633,21306,6,home,No,5.5,1,0,Normal,Local,No,14:15,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,No
40,Technician,Married,0,Rent,1,776,75671,65759,18,medical,No,7.4,2,251,Normal,Unusual,No,10:10,Normal,Late,No,Verified,No,Mobile,No,Inconsistent,Online,No
36,Engineer,Single,4,Own,1,788,38256,32327,5,personal,No,5.8,0,1835,Normal,Local,No,15:30,Unusual,On-time,No,Verified,No,Mobile,No,Inconsistent,Online,No
40,Student,Single,4,Rent,34,830,22036,40604,1,medical,No,5.7,0,0,Normal,Local,No,14:00,Normal,On-time,No,Not Verified,No,Desktop,No,Consistent,Online,No
43,Doctor,Single,4,Live with Parents,78,711,59124,56978,30,auto,No,6.3,1,2732,Normal,Local,No,01:00,Normal,Late,No,Verified,No,Desktop,No,Consistent,Referral,No
22,Engineer,Single,0,Rent,50,778,1121,14017,1,personal,No,5.7,1,0,Normal,Local,No,01:00,Normal,On-time,No,Not Verified,No,Desktop,No,Consistent,Online,No
36,Chef,Single,1,Rent,1,661,0,58274,30,auto,No,4.5,2,4591,Rapid,Local,No,12:00,Normal,On-time,No,Verified,No,Tablet,No,Inconsistent,Referral,No
44,Unemployed,Single,1,Rent,11,617,2873,54786,17,personal,No,4.5,0,4772,Rapid,Unusual,No,15:30,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
45,Student,Married,3,Own,140,830,28350,59155,10,education,No,4.8,2,1236,Normal,Local,No,10:50,Normal,Defaulted,No,Verified,No,Laptop,Yes,Inconsistent,Referral,No
22,Designer,Single,1,Rent,37,580,7912,25523,4,personal,No,5.5,1,5080,Normal,Unusual,No,15:40,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
28,Student,Single,0,Rent,32,799,70997,2000,1,travel,No,4.5,0,5189,Normal,Unusual,No,10:10,Unusual,Late,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
28,Accountant,Single,1,Rent,1,686,36154,61355,1,medical,No,4.6,1,4852,Normal,Unusual,No,10:50,Normal,On-time,No,Verified,No,Mobile,No,Inconsistent,Online,Yes
22,Artist,Single,1,Rent,1,580,76771,2000,26,personal,No,4.5,1,3415,Normal,Local,No,14:00,Normal,On-time,No,Verified,No,Tablet,No,Inconsistent,Online,Yes
25,Doctor,Single,0,Rent,1,669,51840,38333,29,education,No,4.5,2,1316,Rapid,Local,No,09:30,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Online,Yes
22,Clerk,Single,1,Rent,1,580,5791,2000,6,personal,No,4.5,3,5051,Normal,Local,No,12:30,Normal,On-time,No,Verified,No,Mobile,No,Inconsistent,Online,No
29,Accountant,Single,4,Own,1,830,50931,4332,1,auto,Yes,6,1,0,Normal,Local,No,10:20,Normal,Late,No,Verified,No,Desktop,No,Inconsistent,Online,No
47,Engineer,Divorced,3,Own,31,830,69056,47989,30,home,Yes,4.5,0,0,Rapid,Local,No,15:30,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Online,No
22,Teacher,Single,0,Own,75,725,0,19891,30,home,No,4.5,2,1516,Normal,Local,No,10:00,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Online,No
22,Manager,Single,1,Rent,1,806,1364,38455,2,auto,No,5.7,1,1496,Normal,Local,No,11:00,Normal,On-time,Yes,Not Verified,No,Mobile,No,Inconsistent,Online,No
28,Self-employed,Single,0,Rent,87,747,53224,48585,1,personal,No,7.2,1,3830,Normal,Unusual,No,03:00,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
22,Self-employed,Single,1,Rent,89,580,0,79523,27,auto,No,7,1,4523,Normal,Local,No,16:00,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
54,Manager,Married,0,Own,360,830,59490,34656,18,home,No,5.8,1,0,Normal,Local,Yes,12:10,Normal,Defaulted,No,Verified,No,Laptop,No,Consistent,Referral,No
32,Technician,Single,2,Own,6,830,19764,2000,28,education,No,4.5,4,3051,Normal,Local,No,12:10,Normal,Defaulted,No,Verified,No,Laptop,Yes,Consistent,Referral,No
56,Doctor,Divorced,0,Own,1,780,46995,45529,16,auto,No,4.8,1,1130,Rapid,Local,Yes,11:15,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
26,Software Developer,Married,0,Rent,69,594,0,60576,21,auto,Yes,6.3,1,1340,Rapid,Local,No,09:40,Normal,Defaulted,No,Verified,No,Mobile,Yes,Consistent,Online,No
42,Accountant,Single,0,Rent,19,754,29947,78584,7,auto,No,4.6,0,1462,Normal,Local,No,10:10,Normal,Late,No,Not Verified,No,Mobile,No,Consistent,Online,No
22,Manager,Married,4,Own,1,690,39458,7977,19,home,Yes,4.5,1,4140,Normal,Local,No,14:40,Normal,On-time,No,Verified,No,Laptop,Yes,Consistent,Referral,No
39,Manager,Divorced,0,Own,1,830,150000,71404,17,home,No,4.5,1,2683,Normal,Local,Yes,15:30,Normal,Late,No,Verified,No,Desktop,Yes,Consistent,Referral,No
40,Manager,Married,1,Own,23,724,45940,62984,30,medical,No,4.5,2,2673,Normal,Local,No,12:00,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
30,Engineer,Divorced,1,Rent,24,580,4716,70568,15,education,No,8,1,3550,Normal,Unusual,No,14:40,Normal,On-time,No,Not Verified,No,Desktop,No,Inconsistent,Online,No
22,Self-employed,Single,3,Own,1,818,109269,300000,30,home,Yes,4.5,1,18,Normal,Local,No,10:50,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
33,Doctor,Married,4,Own,52,830,150000,66978,19,home,Yes,4.5,1,0,Rapid,Local,No,10:20,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
46,Engineer,Married,0,Rent,18,830,7018,42520,27,home,No,4.5,2,1759,Rapid,Local,No,15:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
43,Manager,Divorced,4,Own,1,830,17910,300000,30,home,No,4.5,2,7000,Normal,Local,Yes,16:30,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
23,Chef,Divorced,3,Own,8,815,44354,49178,30,home,No,4.5,3,0,Normal,Local,No,09:40,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
22,Technician,Single,4,Own,81,830,0,32253,1,personal,No,4.5,2,0,Normal,Unusual,No,10:30,Normal,Late,No,Verified,No,Laptop,No,Consistent,Online,No
43,Manager,Divorced,4,Own,216,813,30928,61818,30,home,Yes,5.4,1,7000,Rapid,Local,Yes,10:40,Normal,On-time,No,Verified,No,Laptop,Yes,Consistent,Referral,No
56,Entrepreneur,Married,0,Own,60,720,138494,46610,19,education,Yes,4.5,1,5784,Normal,Local,No,09:40,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
56,Manager,Divorced,0,Own,1,744,89453,300000,30,home,Yes,4.5,4,0,Normal,Local,Yes,10:20,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
22,Engineer,Single,0,Rent,89,821,61031,25461,1,personal,No,7,1,2251,Rapid,Unusual,No,09:00,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
56,Entrepreneur,Married,2,Own,312,715,49462,300000,30,education,Yes,5.2,3,2075,Rapid,Local,No,10:00,Normal,Late,No,Verified,No,Desktop,No,Consistent,Referral,No
45,Accountant,Single,1,Rent,1,737,0,40047,30,home,No,6.7,1,2575,Normal,Local,No,12:10,Normal,On-time,No,Not Verified,No,Mobile,No,Consistent,Referral,No
27,Designer,Single,0,Rent,1,804,0,70118,8,education,No,4.5,2,2431,Normal,Local,No,12:30,Normal,On-time,No,Verified,No,Mobile,No,Inconsistent,Online,No
45,Doctor,Single,4,Own,39,734,11850,32128,20,auto,No,5.1,1,4026,Normal,Unusual,Yes,14:15,Normal,On-time,No,Not Verified,No,Desktop,Yes,Consistent,Referral,No
56,Engineer,Divorced,1,Own,1,830,96632,300000,8,education,Yes,4.7,1,1382,Normal,Local,No,14:00,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Referral,No
22,Artist,Single,0,Rent,31,806,74194,2000,1,personal,No,4.5,2,4312,Rapid,Unusual,No,03:00,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,No
36,Manager,Married,4,Own,51,830,145317,44347,30,home,No,5.7,2,0,Normal,Local,Yes,10:00,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Referral,No
22,Engineer,Single,0,Rent,94,787,80400,2000,1,auto,No,8,2,4674,Normal,Local,No,09:00,Normal,On-time,No,Not Verified,No,Desktop,No,Inconsistent,Online,Yes
36,Artist,Single,4,Rent,63,830,140968,69570,5,home,Yes,4.6,1,2854,Normal,Local,No,12:30,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Online,No
22,Designer,Single,2,Rent,79,594,1545,41727,22,personal,No,4.5,2,4968,Normal,Unusual,No,14:40,Normal,On-time,No,Verified,No,Desktop,No,Inconsistent,Online,No
